Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Tratamiento_1 Spectral Count	Tratamiento_2 Spectral Count	Tratamiento_3 Spectral Count	Tratamiento_4 Spectral Count	Tratamiento_5 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Tratamiento_1 Unique Spectral Count	Tratamiento_2 Unique Spectral Count	Tratamiento_3 Unique Spectral Count	Tratamiento_4 Unique Spectral Count	Tratamiento_5 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Tratamiento_1 Total Spectral Count	Tratamiento_2 Total Spectral Count	Tratamiento_3 Total Spectral Count	Tratamiento_4 Total Spectral Count	Tratamiento_5 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Tratamiento_1 Intensity	Tratamiento_2 Intensity	Tratamiento_3 Intensity	Tratamiento_4 Intensity	Tratamiento_5 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Tratamiento_1 MaxLFQ Intensity	Tratamiento_2 MaxLFQ Intensity	Tratamiento_3 MaxLFQ Intensity	Tratamiento_4 MaxLFQ Intensity	Tratamiento_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q969V6|MRTFA_HUMAN	Q969V6	MRTFA_HUMAN	MRTFA	931	Homo sapiens	1:Experimental evidence at protein level	Myocardin-related transcription factor A	0.9999	0.999	2	7	1	7	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	2	1	1	0	0	7880.8994	6942.616	11155.887	9634.678	7843.754	23860.152	12366.041	11528.313	0.0	0.0	7880.8994	6942.616	11155.887	9634.678	7843.754	14138.355	12366.041	11528.313	0.0	0.0	
sp|Q969X1|LFG3_HUMAN	Q969X1	LFG3_HUMAN	TMBIM1	311	Homo sapiens	1:Experimental evidence at protein level	Protein lifeguard 3	1.0	0.999	2	8	8	8	1	1	0	1	0	1	2	0	1	1	1	1	0	1	0	1	2	0	1	1	1	1	0	1	0	1	2	0	1	1	55623.86	51732.105	32887.406	39318.883	34775.637	59797.074	58170.797	58359.92	51577.27	48917.586	37327.4	34779.465	32887.406	39318.883	34775.637	40204.785	38973.473	39103.4	34697.85	32790.992	
sp|Q969X5|ERGI1_HUMAN	Q969X5	ERGI1_HUMAN	ERGIC1	290	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	1.0	0.999	7	94	94	94	10	9	11	11	7	9	10	9	9	9	10	9	11	11	7	9	10	9	9	9	10	9	11	11	7	9	10	9	9	9	493554.7	544582.75	528909.06	458695.5	432876.7	523656.66	580724.56	551441.6	534856.7	613474.75	111121.78	116667.66	110454.13	106311.734	114054.29	131174.94	132498.2	135337.14	126086.336	137362.48	
sp|Q969X6|UTP4_HUMAN	Q969X6	UTP4_HUMAN	UTP4	686	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 4 homolog	1.0	0.999	5	46	46	46	5	5	3	4	3	4	6	4	6	6	5	5	3	4	3	4	6	4	6	6	5	5	3	4	3	4	6	4	6	6	85302.85	93461.44	41780.293	39366.363	52761.977	34672.164	36450.98	36141.64	90384.336	99798.734	25679.277	22418.373	21172.547	24036.807	20344.492	20647.104	21794.48	21523.666	22306.758	22580.658	
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens	1:Experimental evidence at protein level	FAST kinase domain-containing protein 4	1.0	0.999	6	48	48	48	3	3	3	3	6	6	6	4	6	8	3	3	3	3	6	6	6	4	6	8	3	3	3	3	6	6	6	4	6	8	141798.42	135702.9	149711.55	148765.28	162424.95	159648.44	201578.81	149673.27	220050.38	220417.67	39361.98	49726.16	45361.633	44141.53	48532.137	45930.41	53375.582	52640.95	55895.254	57857.35	
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens	1:Experimental evidence at protein level	Protein FAM162A	1.0	0.999	4	60	60	60	5	8	4	6	6	6	6	7	6	6	5	8	4	6	6	6	6	7	6	6	5	8	4	6	6	6	6	7	6	6	271553.38	259503.62	251373.53	221745.6	270237.3	305910.75	289905.34	325355.62	278129.34	266875.12	98560.36	89243.82	88646.414	91265.484	98835.03	119235.86	116939.92	117587.56	104519.11	96711.17	
sp|Q96A33|CCD47_HUMAN	Q96A33	CCD47_HUMAN	CCDC47	483	Homo sapiens	1:Experimental evidence at protein level	PAT complex subunit CCDC47	1.0	0.999	17	184	184	184	15	14	18	21	18	20	20	19	21	18	15	14	18	21	18	20	20	19	21	18	15	14	18	21	18	20	20	19	21	18	763734.7	748498.94	744249.9	722767.0	721013.9	760087.44	812191.9	788030.56	771094.25	842579.2	155156.39	146835.73	141322.88	147742.64	142028.05	148042.02	150847.77	154250.44	161116.98	152189.08	
sp|Q96A35|RM24_HUMAN	Q96A35	RM24_HUMAN	MRPL24	216	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24m	1.0	0.999	5	22	22	22	3	3	5	4	4	0	0	1	1	1	3	3	5	4	4	0	0	1	1	1	3	3	5	4	4	0	0	1	1	1	86753.93	96289.62	105726.26	96565.16	99559.99	15873.941	30520.617	26544.584	31339.455	30566.848	51816.56	53970.355	49504.676	44899.93	49456.14	15873.941	19421.262	22610.15	26573.535	26092.951	
sp|Q96A49|SYAP1_HUMAN	Q96A49	SYAP1_HUMAN	SYAP1	352	Homo sapiens	1:Experimental evidence at protein level	Synapse-associated protein 1	1.0	0.999	13	82	82	82	7	7	9	9	10	7	9	9	9	6	7	7	9	9	10	7	9	9	9	6	7	7	9	9	10	7	9	9	9	6	255784.33	273424.2	264305.1	262588.28	276981.06	246870.53	335632.12	263198.78	227371.36	229519.8	63998.402	70751.336	70724.6	69723.51	70213.05	66125.086	75026.67	62551.46	68711.09	68382.875	
sp|Q96A65|EXOC4_HUMAN	Q96A65	EXOC4_HUMAN	EXOC4	974	Homo sapiens	1:Experimental evidence at protein level	Exocyst complex component 4	1.0	0.999	14	136	136	136	13	16	11	13	12	14	15	14	16	12	13	16	11	13	12	14	15	14	16	12	13	16	11	13	12	14	15	14	16	12	346053.78	434646.56	396149.12	354863.53	385290.22	305525.9	387116.3	346794.84	398985.53	401154.3	60360.707	64749.402	61980.062	55015.24	60070.5	50053.617	58880.234	55221.26	59086.875	64709.254	
sp|Q96A73|P33MX_HUMAN	Q96A73	P33MX_HUMAN	KIAA1191	305	Homo sapiens	1:Experimental evidence at protein level	Putative monooxygenase p33MONOX	0.951	0.9982	1	3	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	22848.521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AB3|ISOC2_HUMAN	Q96AB3	ISOC2_HUMAN	ISOC2	205	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 2	1.0	0.999	7	71	71	71	8	9	7	6	6	5	6	6	10	8	8	9	7	6	6	5	6	6	10	8	8	9	7	6	6	5	6	6	10	8	285113.94	248169.69	218028.92	240441.53	206024.17	178413.28	189133.2	162738.78	230817.61	170907.33	57359.273	54511.445	48789.88	53409.465	46013.633	43973.293	44497.613	41590.13	49730.965	44597.984	
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 2	1.0	0.999	21	239	229	239	24	20	24	24	23	23	25	24	25	27	23	19	23	23	22	22	24	23	24	26	24	20	24	24	23	23	25	24	25	27	968470.2	1029312.75	1041568.1	1033759.94	1109935.2	848920.0	977579.6	1049513.8	870048.25	1017048.6	165404.61	175199.33	175073.98	151797.19	171341.9	162736.7	173312.3	180394.67	172687.12	186259.25	
sp|Q96AD5|PLPL2_HUMAN	Q96AD5	PLPL2_HUMAN	PNPLA2	504	Homo sapiens	1:Experimental evidence at protein level	Patatin-like phospholipase domain-containing protein 2	0.9711	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	5957.8877	0.0	0.0	9111.419	10186.279	11097.217	0.0	0.0	0.0	0.0	5957.8877	0.0	0.0	9111.419	10186.279	11097.217	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.999	15	183	176	183	17	17	16	22	19	23	21	19	15	14	16	17	16	21	18	22	20	18	14	14	17	17	16	22	19	23	21	19	15	14	702288.9	571954.94	647106.0	654812.94	654294.06	973954.94	832875.1	710899.2	606796.2	609429.6	176038.78	128483.25	135431.62	157863.5	162333.02	216711.48	194133.47	149583.05	149159.88	123961.08	
sp|Q96AE7|TTC17_HUMAN	Q96AE7	TTC17_HUMAN	TTC17	1141	Homo sapiens	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 17	0.9716	0.999	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7337.3296	10380.209	10966.111	7813.069	11392.779	8469.648	7317.109	8768.564	10558.506	9795.622	7337.3296	10380.209	10966.111	7813.069	11392.779	8469.648	7317.109	8768.564	10558.506	9795.622	
sp|Q96AG3|S2546_HUMAN	Q96AG3	S2546_HUMAN	SLC25A46	418	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial outer membrane protein SLC25A46	0.9954	0.999	2	6	6	6	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	0	13132.11	24922.633	11212.516	36431.023	7672.2393	17909.434	25559.238	19508.791	54196.07	5555.5005	11693.582	13135.7705	16635.537	20426.521	11382.979	15947.584	14390.699	17371.744	48259.28	8242.462	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.999	13	456	456	456	43	49	46	49	44	50	50	42	40	43	43	49	46	49	44	50	50	42	40	43	43	49	46	49	44	50	50	42	40	43	4564482.0	4122689.0	4773956.0	5141410.5	4621078.0	5192397.0	4503973.5	4794244.0	3815611.0	3601045.5	1165407.0	1169634.1	1223342.6	1311681.4	1233233.4	1313300.0	1154592.1	1165153.9	984032.3	1026392.2	
sp|Q96AH8|RAB7B_HUMAN	Q96AH8	RAB7B_HUMAN	RAB7B	199	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-7b	0.891	0.9958	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	4268.4126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AJ9|VTI1A_HUMAN	Q96AJ9	VTI1A_HUMAN	VTI1A	217	Homo sapiens	1:Experimental evidence at protein level	Vesicle transport through interaction with t-SNAREs homolog 1A	0.9716	0.999	1	11	11	11	2	0	1	1	1	2	1	1	1	1	2	0	1	1	1	2	1	1	1	1	2	0	1	1	1	2	1	1	1	1	15088.858	0.0	29528.941	21280.43	8497.21	16445.738	12021.453	10600.444	11769.377	13720.357	15088.858	0.0	29528.941	21280.43	8497.21	16445.738	12021.453	10600.444	11769.377	13720.357	
sp|Q96AQ6|PBIP1_HUMAN	Q96AQ6	PBIP1_HUMAN	PBXIP1	731	Homo sapiens	1:Experimental evidence at protein level	Pre-B-cell leukemia transcription factor-interacting protein 1	1.0	0.999	13	144	144	144	12	15	15	17	13	16	15	12	14	15	12	15	15	17	13	16	15	12	14	15	12	15	15	17	13	16	15	12	14	15	446229.56	537508.1	539370.56	549469.4	595847.94	570970.5	497065.47	398715.6	466658.2	478323.03	89175.07	91970.78	93975.336	92838.53	106090.99	100910.48	87993.09	77419.875	86790.85	84874.12	
sp|Q96AT1|K1143_HUMAN	Q96AT1	K1143_HUMAN	KIAA1143	154	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein KIAA1143	0.9716	0.999	1	8	8	8	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0.0	15652.542	16145.05	18942.389	17746.582	16596.748	78021.09	14622.6	11906.19	13828.594	0.0	15652.542	16145.05	18942.389	17746.582	16596.748	78021.09	14622.6	11906.19	13828.594	
sp|Q96AT9|RPE_HUMAN	Q96AT9	RPE_HUMAN	RPE	228	Homo sapiens	1:Experimental evidence at protein level	Ribulose-phosphate 3-epimerase	1.0	0.999	4	27	25	27	2	3	1	3	5	3	3	3	2	2	2	2	1	3	4	3	3	3	2	2	2	3	1	3	5	3	3	3	2	2	121924.95	126115.28	140124.22	193408.7	212909.69	183797.23	170593.8	152452.64	127974.266	122058.055	88697.695	130429.836	104077.41	122615.85	124803.96	135179.45	115983.54	100734.6	103971.83	83902.07	
sp|Q96AX1|VP33A_HUMAN	Q96AX1	VP33A_HUMAN	VPS33A	596	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 33A	1.0	0.999	11	77	77	77	8	9	7	9	9	3	10	4	8	10	8	9	7	9	9	3	10	4	8	10	8	9	7	9	9	3	10	4	8	10	141309.17	144225.84	129079.414	134645.84	183082.25	121217.66	214495.7	112483.97	145333.7	170658.14	39045.363	36081.44	37338.68	34837.105	37436.586	28992.504	35307.66	32521.764	31691.68	36652.72	
sp|Q96AX9|MIB2_HUMAN	Q96AX9	MIB2_HUMAN	MIB2	955	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MIB2	0.9716	0.999	1	2	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0.0	0.0	0.0	6006.249	0.0	0.0	0.0	6928.6416	0.0	0.0	0.0	0.0	0.0	6006.249	0.0	0.0	0.0	6928.6416	0.0	0.0	
sp|Q96AY3|FKB10_HUMAN	Q96AY3	FKB10_HUMAN	FKBP10	582	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP10	1.0	0.999	26	531	531	531	53	51	47	48	61	58	56	56	52	49	53	51	47	48	61	58	56	56	52	49	53	51	47	48	61	58	56	56	52	49	3716612.5	3681559.5	3787560.5	3649511.0	3883992.8	3986711.5	3790616.2	3961910.2	3951275.2	3794428.0	1437443.1	1309468.8	1269821.6	1315479.6	1388324.5	1451134.1	1377020.4	1362634.8	1417412.2	1423799.4	
sp|Q96AY4|TTC28_HUMAN	Q96AY4	TTC28_HUMAN	TTC28	2481	Homo sapiens	1:Experimental evidence at protein level	Tetratricopeptide repeat protein 28	1.0	0.999	7	17	17	17	2	3	2	2	2	2	1	1	1	1	2	3	2	2	2	2	1	1	1	1	2	3	2	2	2	2	1	1	1	1	38247.188	49079.758	55306.836	25310.63	27994.32	19776.887	12078.014	21207.645	25301.07	11818.864	16473.604	21985.408	20898.996	15126.939	14185.126	13316.174	15017.422	11651.35	13027.13	14695.203	
sp|Q96B23|ARK2N_HUMAN	Q96B23	ARK2N_HUMAN	ARK2N	404	Homo sapiens	1:Experimental evidence at protein level	Protein ARK2N	0.9716	0.999	1	15	15	15	1	2	3	2	1	1	2	1	1	1	1	2	3	2	1	1	2	1	1	1	1	2	3	2	1	1	2	1	1	1	25831.432	31664.916	17545.766	24181.797	24867.898	22428.93	27864.307	22823.213	19738.83	23266.836	25831.432	31664.916	17545.766	24181.797	24867.898	22428.93	27864.307	22823.213	19738.83	23266.836	
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP43	1.0	0.999	4	24	24	24	3	3	2	3	3	1	2	4	1	2	3	3	2	3	3	1	2	4	1	2	3	3	2	3	3	1	2	4	1	2	35805.547	47521.35	44729.703	38042.57	40737.223	33215.24	55426.6	62681.863	20783.932	41385.785	20890.695	22466.898	25211.016	22194.242	18653.537	18843.639	28408.453	29610.674	21423.283	23833.104	
sp|Q96B36|AKTS1_HUMAN	Q96B36	AKTS1_HUMAN	AKT1S1	256	Homo sapiens	1:Experimental evidence at protein level	Proline-rich AKT1 substrate 1	1.0	0.999	4	28	28	28	4	2	2	3	3	3	4	2	2	3	4	2	2	3	3	3	4	2	2	3	4	2	2	3	3	3	4	2	2	3	163559.69	156592.78	188812.52	222850.27	235782.62	187043.78	163493.94	166022.0	155410.25	145441.02	97144.625	112336.414	103126.22	117045.87	124539.73	99629.54	89323.14	109762.37	97621.04	94574.88	
sp|Q96B45|BORC7_HUMAN	Q96B45	BORC7_HUMAN	BORCS7	106	Homo sapiens	1:Experimental evidence at protein level	BLOC-1-related complex subunit 7	1.0	0.999	3	6	6	6	0	0	0	1	0	2	1	1	0	1	0	0	0	1	0	2	1	1	0	1	0	0	0	1	0	2	1	1	0	1	13531.007	6812.3164	11630.046	19652.44	15013.345	22908.455	26721.627	21400.2	0.0	2850.4045	11910.846	18112.436	10237.5	17299.316	13215.692	14388.927	17861.703	13940.678	0.0	7578.593	
sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM6 homolog	1.0	0.999	2	56	56	56	5	4	7	5	6	6	4	6	8	5	5	4	7	5	6	6	4	6	8	5	5	4	7	5	6	6	4	6	8	5	218236.36	229412.97	273618.03	276423.7	226135.92	250951.97	221903.97	247420.23	269825.53	200748.77	97295.84	130428.39	147152.61	157785.67	167105.84	128208.96	115150.04	128163.21	142557.25	106330.734	
sp|Q96B97|SH3K1_HUMAN	Q96B97	SH3K1_HUMAN	SH3KBP1	665	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-containing kinase-binding protein 1	1.0	0.999	12	102	102	102	9	8	7	13	9	16	11	14	8	7	9	8	7	13	9	16	11	14	8	7	9	8	7	13	9	16	11	14	8	7	358307.0	354538.7	347503.25	392303.66	323172.2	498114.94	341836.8	349617.25	311891.47	332889.4	95357.59	67166.13	71210.61	82381.06	74167.15	97639.73	77226.32	79569.68	69261.62	77042.28	
sp|Q96BA8|CR3L1_HUMAN	Q96BA8	CR3L1_HUMAN	CREB3L1	519	Homo sapiens	1:Experimental evidence at protein level	Cyclic AMP-responsive element-binding protein 3-like protein 1	0.9704	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	10115.794	0.0	8896.851	11331.453	0.0	8784.5625	0.0	6892.4556	0.0	0.0	10115.794	0.0	8896.851	11331.453	0.0	8784.5625	0.0	6892.4556	
sp|Q96BD5|PF21A_HUMAN	Q96BD5	PF21A_HUMAN	PHF21A	680	Homo sapiens	1:Experimental evidence at protein level	PHD finger protein 21A	1.0	0.999	2	5	5	5	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	12028.06	9280.848	10205.261	11131.737	11429.991	12937.899	11066.387	13161.033	13880.866	7207.5264	12028.06	9280.848	10205.261	11131.737	7872.0073	12937.899	11066.387	10173.431	10551.623	7207.5264	
sp|Q96BH1|RNF25_HUMAN	Q96BH1	RNF25_HUMAN	RNF25	459	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF25	1.0	0.999	4	29	29	29	4	3	3	2	2	5	3	3	2	2	4	3	3	2	2	5	3	3	2	2	4	3	3	2	2	5	3	3	2	2	91723.36	82220.414	68521.5	43901.645	55748.492	57355.465	68144.4	58182.72	54418.184	56667.555	25721.555	32294.137	25806.295	24451.615	30194.537	22443.932	25209.18	20885.389	29141.12	30534.396	
sp|Q96BI1|S67A1_HUMAN	Q96BI1	S67A1_HUMAN	SLC67A1	424	Homo sapiens	1:Experimental evidence at protein level	Solute carrier family 67 member A1	1.0	0.999	3	4	4	4	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	6085.3706	16681.906	12936.374	30969.1	7153.868	13136.956	0.0	15569.904	10757.008	0.0	12613.949	9252.386	10989.306	13521.748	14828.765	11159.698	0.0	13226.46	17173.012	0.0	
sp|Q96BJ3|AIDA_HUMAN	Q96BJ3	AIDA_HUMAN	AIDA	306	Homo sapiens	1:Experimental evidence at protein level	Axin interactor, dorsalization-associated protein	1.0	0.999	6	63	63	63	5	6	11	5	5	6	6	5	6	8	5	6	11	5	5	6	6	5	6	8	5	6	11	5	5	6	6	5	6	8	122113.15	151965.6	160172.78	152610.9	141307.27	129735.87	143531.47	163958.61	167716.17	154883.66	47840.273	55335.29	54627.74	53950.293	49042.15	49953.14	51252.3	56372.387	55871.95	54699.098	
sp|Q96BM9|ARL8A_HUMAN	Q96BM9	ARL8A_HUMAN	ARL8A	186	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 8A	1.0	0.999	6	16	16	51	3	1	1	1	1	2	2	2	2	1	3	1	1	1	1	2	2	2	2	1	6	7	3	3	5	4	5	6	6	6	53142.062	60786.67	61563.023	62984.242	52069.312	63532.258	60981.61	61096.15	60347.293	64504.18	31461.996	36119.996	35576.02	36893.43	29329.076	37936.89	36192.008	35825.082	33949.36	38440.0	
sp|Q96BN8|OTUL_HUMAN	Q96BN8	OTUL_HUMAN	OTULIN	352	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase otulin	0.9976	0.999	2	3	3	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	13679.237	11633.517	0.0	12397.595	11629.749	7124.465	0.0	12827.469	0.0	9624.548	13679.237	11633.517	0.0	12397.595	11629.749	0.0	0.0	12827.469	0.0	9624.548	
sp|Q96BP2|CHCH1_HUMAN	Q96BP2	CHCH1_HUMAN	CHCHD1	118	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein mS37	0.9675	0.9989	1	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6833.774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BP3|PPWD1_HUMAN	Q96BP3	PPWD1_HUMAN	PPWD1	646	Homo sapiens	1:Experimental evidence at protein level	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	1.0	0.999	5	14	14	14	1	1	1	1	3	2	2	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	3	2	2	1	1	1	28558.242	32413.08	19492.656	14543.064	66932.49	27439.883	27275.975	28176.52	11748.642	19436.47	20064.648	18477.166	10934.606	12963.538	14951.866	16367.58	14417.438	13847.783	17644.31	14252.115	
sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 7	0.9305	0.9974	1	2	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	10451.913	7499.3887	9785.197	8410.053	12433.16	9034.129	10290.359	9475.38	6092.4463	6735.443	10451.913	7499.3887	9785.197	8410.053	12433.16	9034.129	10290.359	9475.38	6092.4463	6735.443	
sp|Q96BT7|ALKB8_HUMAN	Q96BT7	ALKB8_HUMAN	ALKBH8	664	Homo sapiens	1:Experimental evidence at protein level	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase ALKBH8	0.9711	0.999	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37492.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BW5|PTER_HUMAN	Q96BW5	PTER_HUMAN	PTER	349	Homo sapiens	1:Experimental evidence at protein level	N-acetyltaurine hydrolase	0.9952	0.999	2	3	3	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	6386.661	0.0	0.0	0.0	0.0	0.0	10135.35	0.0	12079.021	17631.246	6386.661	0.0	0.0	0.0	0.0	0.0	10135.35	0.0	12079.021	17631.246	
sp|Q96BW9|TAM41_HUMAN	Q96BW9	TAM41_HUMAN	TAMM41	452	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate cytidylyltransferase, mitochondrial	1.0	0.999	4	27	27	27	5	1	3	3	1	3	2	2	4	3	5	1	3	3	1	3	2	2	4	3	5	1	3	3	1	3	2	2	4	3	99258.516	71663.64	69867.09	101423.53	82131.484	52426.47	79835.89	64726.11	72522.09	53868.445	50574.926	42006.01	35560.38	47065.44	32525.082	33162.453	32017.945	31849.58	40563.715	32064.533	
sp|Q96BX8|MOB3A_HUMAN	Q96BX8	MOB3A_HUMAN	MOB3A	217	Homo sapiens	1:Experimental evidence at protein level	MOB kinase activator 3A	0.9716	0.999	1	12	12	12	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	10448.965	7241.7544	9649.498	10698.696	10110.103	10425.576	14126.315	13983.191	12063.803	9509.323	10448.965	7241.7544	9649.498	10698.696	10110.103	10425.576	14126.315	13983.191	12063.803	9509.323	
sp|Q96BY6|DOC10_HUMAN	Q96BY6	DOC10_HUMAN	DOCK10	2186	Homo sapiens	1:Experimental evidence at protein level	Dedicator of cytokinesis protein 10	1.0	0.999	22	112	112	112	12	11	12	10	9	10	13	12	9	14	12	11	12	10	9	10	13	12	9	14	12	11	12	10	9	10	13	12	9	14	320910.16	287113.72	365424.88	274071.22	372830.25	254029.16	305435.22	299736.66	219803.06	371037.2	49889.766	58809.566	56762.566	48655.1	49859.92	44910.516	48663.438	50600.777	49225.957	53537.61	
sp|Q96C01|TIMCC_HUMAN	Q96C01	TIMCC_HUMAN	TIMCC	138	Homo sapiens	1:Experimental evidence at protein level	TIM double twin CX3C motif protein	1.0	0.999	3	21	21	21	2	3	3	2	2	1	2	2	2	2	2	3	3	2	2	1	2	2	2	2	2	3	3	2	2	1	2	2	2	2	69768.6	74632.125	64301.71	82696.66	59422.715	106556.87	73580.164	91534.35	57487.797	66885.81	52783.297	43006.715	44580.375	51988.816	39573.18	72387.805	55731.258	63628.395	41376.23	43734.88	
